dataset_index,image_path,label,class_name,mask_pixels,mask_ratio,detected
3751,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_5872.jpg,20,n02091032-Italian_greyhound,16240,0.3236607142857143,True
3752,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_5904.jpg,20,n02091032-Italian_greyhound,4300,0.08569834183673469,True
3753,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_5942.jpg,20,n02091032-Italian_greyhound,4269,0.08508051658163265,True
3754,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_5975.jpg,20,n02091032-Italian_greyhound,16455,0.327945631377551,True
3755,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6037.jpg,20,n02091032-Italian_greyhound,14225,0.2835020727040816,True
3756,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6179.jpg,20,n02091032-Italian_greyhound,16062,0.32011320153061223,True
3757,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6223.jpg,20,n02091032-Italian_greyhound,4281,0.08531967474489796,True
3758,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6345.jpg,20,n02091032-Italian_greyhound,1530,0.03049266581632653,True
3759,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_636.jpg,20,n02091032-Italian_greyhound,20109,0.40076929209183676,True
3760,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_651.jpg,20,n02091032-Italian_greyhound,18710,0.3728874362244898,True
3761,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_652.jpg,20,n02091032-Italian_greyhound,25171,0.5016541772959183,True
3762,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6537.jpg,20,n02091032-Italian_greyhound,1564,0.0311702806122449,True
3763,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_658.jpg,20,n02091032-Italian_greyhound,13763,0.2742944834183674,True
3764,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6587.jpg,20,n02091032-Italian_greyhound,5951,0.11860251913265306,True
3765,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6728.jpg,20,n02091032-Italian_greyhound,25294,0.5041055484693877,True
3766,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6817.jpg,20,n02091032-Italian_greyhound,15587,0.31064652423469385,True
3767,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_6979.jpg,20,n02091032-Italian_greyhound,7164,0.14277742346938777,True
3768,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_708.jpg,20,n02091032-Italian_greyhound,1842,0.03671077806122449,True
3769,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7147.jpg,20,n02091032-Italian_greyhound,7500,0.1494738520408163,True
3770,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7188.jpg,20,n02091032-Italian_greyhound,6670,0.13293207908163265,True
3771,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7200.jpg,20,n02091032-Italian_greyhound,14470,0.2883848852040816,True
3772,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_722.jpg,20,n02091032-Italian_greyhound,17285,0.3444874043367347,True
3773,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7406.jpg,20,n02091032-Italian_greyhound,16934,0.33749202806122447,True
3774,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_745.jpg,20,n02091032-Italian_greyhound,7652,0.1525031887755102,True
3775,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7499.jpg,20,n02091032-Italian_greyhound,7204,0.14357461734693877,True
3776,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_75.jpg,20,n02091032-Italian_greyhound,3489,0.06953523596938775,True
3777,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7548.jpg,20,n02091032-Italian_greyhound,15739,0.31367586096938777,True
3778,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_769.jpg,20,n02091032-Italian_greyhound,13061,0.2603037308673469,True
3779,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_770.jpg,20,n02091032-Italian_greyhound,12443,0.2479870854591837,True
3780,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_774.jpg,20,n02091032-Italian_greyhound,14286,0.2847177933673469,True
3781,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7813.jpg,20,n02091032-Italian_greyhound,17762,0.3539939413265306,True
3782,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7831.jpg,20,n02091032-Italian_greyhound,10199,0.20326450892857142,True
3783,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7838.jpg,20,n02091032-Italian_greyhound,8692,0.17323022959183673,True
3784,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_7922.jpg,20,n02091032-Italian_greyhound,12007,0.23929767219387754,True
3785,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8093.jpg,20,n02091032-Italian_greyhound,14979,0.2985291772959184,True
3786,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8150.jpg,20,n02091032-Italian_greyhound,18471,0.36812420280612246,True
3787,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8244.jpg,20,n02091032-Italian_greyhound,802,0.01598373724489796,True
3788,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8265.jpg,20,n02091032-Italian_greyhound,6355,0.12665417729591838,True
3789,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8298.jpg,20,n02091032-Italian_greyhound,15373,0.3063815369897959,True
3790,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8369.jpg,20,n02091032-Italian_greyhound,18733,0.3733458227040816,True
3791,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8411.jpg,20,n02091032-Italian_greyhound,26411,0.5263671875,True
3792,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8428.jpg,20,n02091032-Italian_greyhound,9335,0.18604512117346939,True
3793,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_870.jpg,20,n02091032-Italian_greyhound,8554,0.17047991071428573,True
3794,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_877.jpg,20,n02091032-Italian_greyhound,8288,0.16517857142857142,True
3795,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_8855.jpg,20,n02091032-Italian_greyhound,11373,0.22666214923469388,True
3796,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9018.jpg,20,n02091032-Italian_greyhound,7806,0.15557238520408162,True
3797,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_904.jpg,20,n02091032-Italian_greyhound,16742,0.3336654974489796,True
3798,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_907.jpg,20,n02091032-Italian_greyhound,17998,0.3586973852040816,True
3799,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9115.jpg,20,n02091032-Italian_greyhound,7826,0.15597098214285715,True
3800,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9131.jpg,20,n02091032-Italian_greyhound,16580,0.33043686224489793,True
3801,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9183.jpg,20,n02091032-Italian_greyhound,4186,0.08342633928571429,True
3802,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_923.jpg,20,n02091032-Italian_greyhound,5884,0.1172672193877551,True
3803,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_924.jpg,20,n02091032-Italian_greyhound,11767,0.23451450892857142,True
3804,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9405.jpg,20,n02091032-Italian_greyhound,4841,0.09648038903061225,True
3805,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9491.jpg,20,n02091032-Italian_greyhound,7666,0.15278220663265307,True
3806,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9517.jpg,20,n02091032-Italian_greyhound,10586,0.21097735969387754,True
3807,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9592.jpg,20,n02091032-Italian_greyhound,29391,0.5857581313775511,True
3808,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9613.jpg,20,n02091032-Italian_greyhound,8596,0.17131696428571427,True
3809,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9628.jpg,20,n02091032-Italian_greyhound,8006,0.15955835459183673,True
3810,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9660.jpg,20,n02091032-Italian_greyhound,18670,0.37209024234693877,True
3811,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_978.jpg,20,n02091032-Italian_greyhound,2874,0.05727838010204082,True
3812,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_989.jpg,20,n02091032-Italian_greyhound,16285,0.32455755739795916,True
3813,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_990.jpg,20,n02091032-Italian_greyhound,27074,0.5395806760204082,True
3814,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091032-Italian_greyhound/n02091032_9980.jpg,20,n02091032-Italian_greyhound,17298,0.34474649234693877,True
3815,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10107.jpg,21,n02091134-whippet,34691,0.6913863201530612,True
3816,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10219.jpg,21,n02091134-whippet,4991,0.09946986607142858,True
3817,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10242.jpg,21,n02091134-whippet,8205,0.16352439413265307,True
3818,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10395.jpg,21,n02091134-whippet,3682,0.07338169642857142,True
3819,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10521.jpg,21,n02091134-whippet,4010,0.07991868622448979,True
3820,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10545.jpg,21,n02091134-whippet,12636,0.2518335459183674,True
3821,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10548.jpg,21,n02091134-whippet,0,0.0,False
3822,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10618.jpg,21,n02091134-whippet,9802,0.19535235969387754,True
3823,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10690.jpg,21,n02091134-whippet,2470,0.04922672193877551,True
3824,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_10918.jpg,21,n02091134-whippet,5885,0.11728714923469388,True
3825,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_1129.jpg,21,n02091134-whippet,1187,0.02365672831632653,True
3826,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_11307.jpg,21,n02091134-whippet,1262,0.025151466836734693,True
3827,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_1131.jpg,21,n02091134-whippet,4146,0.08262914540816327,True
3828,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_11765.jpg,21,n02091134-whippet,9283,0.18500876913265307,True
3829,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_11775.jpg,21,n02091134-whippet,11866,0.2364875637755102,True
3830,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_11875.jpg,21,n02091134-whippet,28497,0.5679408482142857,True
3831,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_11956.jpg,21,n02091134-whippet,3805,0.07583306760204081,True
3832,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12017.jpg,21,n02091134-whippet,22621,0.45083306760204084,True
3833,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12023.jpg,21,n02091134-whippet,12271,0.24455915178571427,True
3834,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12029.jpg,21,n02091134-whippet,1221,0.0243343431122449,True
3835,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12138.jpg,21,n02091134-whippet,11593,0.2310467155612245,True
3836,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12142.jpg,21,n02091134-whippet,8912,0.17761479591836735,True
3837,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12272.jpg,21,n02091134-whippet,6370,0.126953125,True
3838,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12318.jpg,21,n02091134-whippet,1860,0.03706951530612245,True
3839,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12341.jpg,21,n02091134-whippet,4062,0.08095503826530612,True
3840,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12358.jpg,21,n02091134-whippet,14129,0.28158880739795916,True
3841,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12375.jpg,21,n02091134-whippet,19045,0.3795639349489796,True
3842,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12476.jpg,21,n02091134-whippet,3664,0.07302295918367346,True
3843,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_125.jpg,21,n02091134-whippet,20354,0.40565210459183676,True
3844,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12537.jpg,21,n02091134-whippet,6475,0.12904575892857142,True
3845,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12581.jpg,21,n02091134-whippet,13873,0.2764867665816326,True
3846,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_1268.jpg,21,n02091134-whippet,28947,0.5769092793367347,True
3847,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12732.jpg,21,n02091134-whippet,18831,0.3752989477040816,True
3848,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12759.jpg,21,n02091134-whippet,6481,0.12916533801020408,True
3849,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_12827.jpg,21,n02091134-whippet,10105,0.20139110331632654,True
3850,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13109.jpg,21,n02091134-whippet,29519,0.5883091517857143,True
3851,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13143.jpg,21,n02091134-whippet,300,0.005978954081632653,True
3852,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13244.jpg,21,n02091134-whippet,22077,0.4399912308673469,True
3853,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13334.jpg,21,n02091134-whippet,15982,0.3185188137755102,True
3854,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13348.jpg,21,n02091134-whippet,8743,0.17424665178571427,True
3855,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13356.jpg,21,n02091134-whippet,8140,0.16222895408163265,True
3856,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13376.jpg,21,n02091134-whippet,12688,0.2528698979591837,True
3857,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13401.jpg,21,n02091134-whippet,16699,0.33280851403061223,True
3858,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13467.jpg,21,n02091134-whippet,12,0.00023915816326530612,True
3859,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13544.jpg,21,n02091134-whippet,353,0.007035235969387755,True
3860,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13743.jpg,21,n02091134-whippet,16384,0.32653061224489793,True
3861,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13879.jpg,21,n02091134-whippet,5506,0.10973373724489796,True
3862,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13940.jpg,21,n02091134-whippet,9113,0.18162069515306123,True
3863,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_13957.jpg,21,n02091134-whippet,2726,0.05432876275510204,True
3864,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14002.jpg,21,n02091134-whippet,9510,0.1895328443877551,True
3865,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14047.jpg,21,n02091134-whippet,18904,0.37675382653061223,True
3866,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14090.jpg,21,n02091134-whippet,9418,0.18769929846938777,True
3867,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14094.jpg,21,n02091134-whippet,6745,0.1344268176020408,True
3868,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14209.jpg,21,n02091134-whippet,5583,0.11126833545918367,True
3869,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14246.jpg,21,n02091134-whippet,26548,0.5290975765306123,True
3870,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_1425.jpg,21,n02091134-whippet,9475,0.18883529974489796,True
3871,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14297.jpg,21,n02091134-whippet,19101,0.380680006377551,True
3872,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14363.jpg,21,n02091134-whippet,10339,0.2060546875,True
3873,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14374.jpg,21,n02091134-whippet,6409,0.12773038903061223,True
3874,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14465.jpg,21,n02091134-whippet,10809,0.2154217155612245,True
3875,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_145.jpg,21,n02091134-whippet,12069,0.24053332270408162,True
3876,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14506.jpg,21,n02091134-whippet,3709,0.07391980229591837,True
3877,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14567.jpg,21,n02091134-whippet,2161,0.043068399234693876,True
3878,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14579.jpg,21,n02091134-whippet,2371,0.04725366709183673,True
3879,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14646.jpg,21,n02091134-whippet,2725,0.05430883290816327,True
3880,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14828.jpg,21,n02091134-whippet,5227,0.1041733099489796,True
3881,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14842.jpg,21,n02091134-whippet,9456,0.18845663265306123,True
3882,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_14932.jpg,21,n02091134-whippet,6407,0.1276905293367347,True
3883,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15038.jpg,21,n02091134-whippet,8696,0.17330994897959184,True
3884,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15210.jpg,21,n02091134-whippet,26499,0.5281210140306123,True
3885,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15245.jpg,21,n02091134-whippet,6819,0.1359016262755102,True
3886,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15251.jpg,21,n02091134-whippet,11566,0.23050860969387754,True
3887,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15360.jpg,21,n02091134-whippet,6309,0.1257374043367347,True
3888,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15398.jpg,21,n02091134-whippet,12467,0.24846540178571427,True
3889,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15713.jpg,21,n02091134-whippet,2136,0.04257015306122449,True
3890,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15784.jpg,21,n02091134-whippet,4000,0.07971938775510204,True
3891,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15827.jpg,21,n02091134-whippet,1365,0.027204241071428572,True
3892,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15846.jpg,21,n02091134-whippet,11673,0.23264110331632654,True
3893,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15865.jpg,21,n02091134-whippet,7992,0.15927933673469388,True
3894,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15876.jpg,21,n02091134-whippet,18281,0.3643375318877551,True
3895,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_15938.jpg,21,n02091134-whippet,24621,0.49069276147959184,True
3896,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16005.jpg,21,n02091134-whippet,6833,0.13618064413265307,True
3897,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16033.jpg,21,n02091134-whippet,5971,0.11900111607142858,True
3898,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16062.jpg,21,n02091134-whippet,5112,0.1018813775510204,True
3899,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16086.jpg,21,n02091134-whippet,9989,0.19907924107142858,True
3900,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16109.jpg,21,n02091134-whippet,2586,0.05153858418367347,True
3901,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16200.jpg,21,n02091134-whippet,21549,0.42946827168367346,True
3902,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16201.jpg,21,n02091134-whippet,22154,0.4415258290816326,True
3903,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16336.jpg,21,n02091134-whippet,0,0.0,False
3904,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16337.jpg,21,n02091134-whippet,15409,0.30709901147959184,True
3905,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16420.jpg,21,n02091134-whippet,12013,0.2394172512755102,True
3906,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16541.jpg,21,n02091134-whippet,16626,0.3313536352040816,True
3907,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16794.jpg,21,n02091134-whippet,5610,0.11180644132653061,True
3908,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16890.jpg,21,n02091134-whippet,10093,0.20115194515306123,True
3909,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_16904.jpg,21,n02091134-whippet,15823,0.3153499681122449,True
3910,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17054.jpg,21,n02091134-whippet,10093,0.20115194515306123,True
3911,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17108.jpg,21,n02091134-whippet,21735,0.4331752232142857,True
3912,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17394.jpg,21,n02091134-whippet,17175,0.3422951211734694,True
3913,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17467.jpg,21,n02091134-whippet,2751,0.05482700892857143,True
3914,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17567.jpg,21,n02091134-whippet,0,0.0,False
3915,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17608.jpg,21,n02091134-whippet,4137,0.08244977678571429,True
3916,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17638.jpg,21,n02091134-whippet,19118,0.3810188137755102,True
3917,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17675.jpg,21,n02091134-whippet,24835,0.4949577487244898,True
3918,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17788.jpg,21,n02091134-whippet,8639,0.17217394770408162,True
3919,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17872.jpg,21,n02091134-whippet,10114,0.2015704719387755,True
3920,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_17950.jpg,21,n02091134-whippet,3361,0.06698421556122448,True
3921,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_18069.jpg,21,n02091134-whippet,1272,0.025350765306122448,True
3922,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_18140.jpg,21,n02091134-whippet,11541,0.23001036352040816,True
3923,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_18392.jpg,21,n02091134-whippet,4070,0.08111447704081633,True
3924,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_18403.jpg,21,n02091134-whippet,3722,0.07417889030612244,True
3925,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_18435.jpg,21,n02091134-whippet,7680,0.15306122448979592,True
3926,/home/thkim0/datasets/stanfordimagenetdogs/Images/n02091134-whippet/n02091134_18472.jpg,21,n02091134-whippet,18159,0.36190609056122447,True
